"scenario","fund","model","approach","model_description","total_allocated","mean_allocation","median_allocation"
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
"$250M - model_2 - approach_1","$250M","model_2","approach_1","Biodiversity emphasis: A=50%, C=25%, D=25%, B=0%",2.5e+08,1623376.62337662,1068052.51407444
